id,y,year,stage,match,home,away,stadium,week_day,month,day,tv_cnt,BS-TBS,NHK,地方局,ｽｶﾊﾟｰ,home_score,away_score,temperature,humidity,referee,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,weather_晴,weather_曇,weather_雨,weather_屋内,weather_雷,weather_雪,weather_霧,weather_のち,weather_時々,weather_一時,address,capa,h_lat,h_lng,station,age,child,population,area,absorp,home_stadium,lat,lng,away_stadium,a_lat,a_lng,discomfort,ranking_x,ranking_y,home_all,away_all,distance,week_absorp,jap_cnt,home_cum,away_cum
15019,12140,2013,1,21,36,12,58,5,8,17,2.0,0,0,0,1,1,1,28.1,74.0,13,2500000,2500000,2500000,8000000,2500000,10000000,2500000,2500000,2500000,2500000,10000000,2500000,2500000,2500000,2500000,2500000,13000000,2500000,80000000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,40,15100,35.34150959999999,139.3385989,0.0,43.8,0.18,9079.0,2416.0,53.96999999999999,58,35.34150959999999,139.3385989,13,34.7228036,137.87830219999998,79.06506,16.0,17.0,48000000.0,115500000.0,170237.62413470694,54.345731748299826,0,1191,3298
15020,16196,2013,1,21,13,35,4,5,8,17,2.0,0,0,0,1,4,1,29.6,72.0,3,35000000,30000000,20000000,25000000,20000000,25000000,2500000,10000000,100000000,50000000,2500000,10000000,20000000,30000000,60000000,10000000,25000000,18000000,10000000,25000000,50000000,50000000,1,0,0,0,0,0,0,0,0,0,14,19628,34.613354,135.5146258,1.0,44.63,0.18,8849.0,1901.0,68.44416666666666,4,34.613354,135.5146258,55,34.9851684,138.481305,81.07888,5.0,13.0,320000000.0,308000000.0,330968.09542085027,54.345731748299826,0,3213,3084
15021,22530,2013,1,21,8,23,12,5,8,17,3.0,0,1,0,1,2,1,31.1,56.0,52,14000000,11000000,7000000,10000000,10000000,9000000,9000000,11000000,9000000,11000000,30000000,30000000,8500000,35000000,12000000,20000000,30000000,40000000,24000000,50000000,70000000,70000000,1,0,0,0,0,0,0,0,0,0,2,24490,33.3725083,130.5204243,1.0,45.63,0.2,840.0,2440.0,52.031794871794865,12,33.3725083,130.5204243,56,35.9189126,139.6318202,80.72484,15.0,4.0,131000000.0,389500000.0,1032317.4952326989,54.345731748299826,1,1704,3228
15022,32329,2013,1,21,34,22,25,5,8,17,3.0,0,0,1,1,4,3,29.8,62.0,48,25000000,45000000,40000000,60000000,45000000,100000000,80000000,18000000,60000000,25000000,70000000,10000000,2500000,2500000,2500000,2500000,2500000,50000000,2500000,2500000,2500000,4800000,1,0,0,0,0,0,0,0,0,0,10,63700,35.9019995,139.7146773,0.0,44.09,0.18,7222.0,3768.0,57.114883720930244,25,35.9019995,139.7146773,26,33.2007577,131.6564724,79.86323999999999,3.0,18.0,568000000.0,84800000.0,920984.010461016,54.345731748299826,0,5786,1406
15023,11838,2013,1,21,29,15,35,5,8,17,2.0,0,0,0,1,0,0,28.8,81.0,19,40000000,12000000,15000000,38000000,15000000,80000000,15000000,40000000,2500000,35000000,2500000,40000000,4500000,20000000,26000000,17000000,2500000,20000000,2500000,17000000,24000000,70000000,1,0,0,0,0,0,0,0,0,0,8,15349,35.848791600000006,139.97566980000002,0.0,44.86,0.17,6192.0,5082.0,73.93897435897436,35,35.848791600000006,139.97566980000002,15,38.3191584,140.8818571,81.13972,11.0,7.0,295000000.0,243500000.0,234904.36430334602,54.345731748299826,0,3412,2429
15024,20879,2013,1,21,9,21,3,5,8,17,2.0,0,0,0,1,1,1,27.3,85.0,23,80000000,30000000,35000000,42000000,55000000,50000000,10000000,12000000,40000000,45000000,60000000,90000000,2500000,150000000,30000000,20000000,60000000,22000000,52000000,40000000,65000000,23000000,1,0,0,0,0,0,0,0,0,0,25,50000,34.4410767,132.3941448,1.0,45.46,0.18,2840.0,8480.0,32.98906976744186,3,34.4410767,132.3941448,48,35.084571999999994,137.1700161,79.23095,1.0,9.0,459000000.0,554500000.0,533172.6444033101,54.345731748299826,3,3198,4226
15025,21420,2013,1,22,35,34,2,5,8,24,2.0,0,0,0,1,0,2,28.2,63.0,16,10000000,20000000,30000000,60000000,10000000,25000000,40000000,10000000,18000000,50000000,50000000,25000000,45000000,40000000,60000000,45000000,100000000,80000000,18000000,60000000,25000000,70000000,0,1,0,0,0,0,0,0,0,0,53,50889,34.7436764,137.9706643,1.0,45.74,0.18,3723.0,7255.0,45.431999999999995,55,34.9851684,138.481305,25,35.9019995,139.7146773,77.72134,13.0,3.0,323000000.0,568000000.0,216716.9147679078,54.345731748299826,0,3084,5786
15026,17608,2013,1,22,37,31,44,5,8,24,3.0,0,1,0,1,2,1,28.2,75.0,38,70000000,20000000,15000000,45000000,12000000,80000000,20000000,25000000,12000000,10000000,2500000,25000000,30000000,70000000,120000000,100000000,30000000,30000000,30000000,130000000,20000000,150000000,0,1,0,0,0,0,0,0,0,0,48,40728,35.991979,140.64042969999997,0.0,45.31,0.18,2931.0,6096.0,38.830476190476176,44,35.991979,140.64042969999997,34,35.510047,139.6063366,79.3555,6.0,1.0,311500000.0,735000000.0,121995.29485915828,54.345731748299826,0,4122,4315
15027,11661,2013,1,22,23,29,56,5,8,24,2.0,0,0,0,1,2,3,28.3,58.0,48,30000000,15000000,35000000,12000000,20000000,40000000,30000000,30000000,50000000,70000000,70000000,40000000,12000000,38000000,15000000,15000000,15000000,40000000,35000000,2500000,28000000,2500000,0,1,0,0,0,0,0,0,0,0,9,15600,35.9189126,139.6318202,1.0,44.09,0.18,7222.0,3768.0,69.50925,56,35.9189126,139.6318202,35,35.848791600000006,139.97566980000002,77.17886,5.0,11.0,402000000.0,243000000.0,38644.547159333706,54.345731748299826,0,3228,3412
15028,10165,2013,1,22,36,18,58,5,8,24,2.0,0,0,0,1,1,2,28.9,72.0,27,2500000,2500000,2500000,8000000,2500000,10000000,2500000,2500000,2500000,2500000,10000000,10000000,15000000,12000000,6000000,25000000,20000000,6000000,9000000,7200000,30000000,2500000,0,1,0,0,0,0,0,0,0,0,40,15100,35.34150959999999,139.3385989,0.0,43.8,0.18,9079.0,2416.0,53.96999999999999,58,35.34150959999999,139.3385989,30,35.624201,138.5843276,80.01292,16.0,15.0,48000000.0,142700000.0,87072.75877688968,54.345731748299826,0,1191,1481
15029,28342,2013,1,22,1,24,7,5,8,24,2.0,0,0,0,1,2,1,25.5,75.0,15,35000000,16000000,15000000,10000000,15000000,15000000,50000000,20000000,18000000,30000000,25000000,10000000,32000000,50000000,2500000,20000000,5000000,20000000,100000000,2500000,10000000,90000000,1,0,0,0,0,0,0,0,0,0,30,42300,37.8824079,139.059359,0.0,47.23,0.17,2330.0,10364.0,59.46738095238097,7,37.8824079,139.059359,47,35.5900902,139.6473358,75.16375,12.0,7.0,249000000.0,342000000.0,204589.48785544012,54.345731748299826,1,2548,3214
15030,12809,2013,1,22,12,39,13,5,8,24,2.0,0,0,0,1,0,0,28.2,62.0,23,2500000,2500000,2500000,2500000,2500000,2500000,13000000,80000000,2500000,2500000,2500000,35000000,58000000,50000000,2500000,36000000,25000000,30000000,50000000,30000000,2500000,40000000,0,1,0,0,0,0,0,0,0,0,52,15165,34.7228036,137.87830219999998,1.0,45.74,0.18,3723.0,7255.0,67.74204545454545,13,34.7228036,137.87830219999998,22,35.6642727,139.52713880000002,77.58516,17.0,10.0,115500000.0,359000000.0,199375.4241878943,54.345731748299826,2,3298,3545
15031,18560,2013,1,22,21,13,21,5,8,24,2.0,0,0,0,1,1,1,28.5,58.0,19,90000000,2500000,150000000,30000000,20000000,60000000,38000000,52000000,40000000,65000000,100000000,35000000,30000000,20000000,25000000,20000000,25000000,2500000,15000000,100000000,50000000,2500000,0,1,0,0,0,0,0,0,0,0,28,20000,35.122624,136.943474,1.0,43.21,0.19,7443.0,5116.0,62.53833333333333,48,35.084571999999994,137.1700161,4,34.613354,135.5146258,77.4557,9.0,4.0,647500000.0,325000000.0,163965.82533663418,54.345731748299826,0,4226,3213
15032,9266,2013,1,22,8,15,12,5,8,24,2.0,0,0,0,1,1,0,26.4,89.0,36,14000000,11000000,7000000,10000000,10000000,9000000,9000000,11000000,9000000,11000000,30000000,40000000,11000000,20000000,17000000,4500000,26000000,2500000,17000000,5000000,30000000,24000000,0,1,1,0,0,0,0,1,0,0,2,24490,33.3725083,130.5204243,1.0,45.63,0.2,840.0,2440.0,52.031794871794865,12,33.3725083,130.5204243,15,38.3191584,140.8818571,78.21804,14.0,8.0,131000000.0,197000000.0,1217136.4250209488,54.345731748299826,1,1704,2429
15033,13024,2013,1,22,22,9,26,5,8,24,2.0,0,0,0,1,1,1,26.3,91.0,13,10000000,2500000,2500000,2500000,2500000,2500000,50000000,2500000,2500000,9000000,2500000,80000000,30000000,35000000,42000000,55000000,50000000,50000000,9000000,40000000,45000000,60000000,0,0,0,1,0,0,0,0,0,0,12,40000,33.2007577,131.6564724,0.0,47.08,0.18,1178.0,5100.0,24.819399999999995,26,33.2007577,131.6564724,3,34.4410767,132.3941448,78.28367,18.0,2.0,89000000.0,496000000.0,123705.89580675555,54.345731748299826,2,1406,3198
15034,15101,2013,1,23,15,13,15,2,8,28,2.0,0,0,0,1,1,1,22.5,63.0,44,40000000,11000000,20000000,26000000,17000000,2500000,42000000,20000000,17000000,70000000,24000000,35000000,30000000,20000000,25000000,20000000,25000000,2500000,15000000,100000000,50000000,2500000,1,0,0,0,0,0,0,0,0,0,15,19694,38.3191584,140.8818571,1.0,44.82,0.18,2328.0,6862.0,77.73585365853658,15,38.3191584,140.8818571,4,34.613354,135.5146258,69.54925,11.0,5.0,289500000.0,325000000.0,670991.0071850426,54.80070153314947,0,2429,3213
15035,8110,2013,1,23,29,36,35,2,8,28,2.0,0,0,0,1,5,2,25.6,72.0,35,40000000,12000000,38000000,15000000,15000000,15000000,40000000,35000000,2500000,28000000,35000000,2500000,2500000,2500000,8000000,2500000,10000000,2500000,10000000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,8,15349,35.848791600000006,139.97566980000002,0.0,44.86,0.17,6192.0,5082.0,73.93897435897436,35,35.848791600000006,139.97566980000002,58,35.34150959999999,139.3385989,74.98768,7.0,16.0,275500000.0,48000000.0,82837.38816515933,54.80070153314947,0,3412,1191
15036,19666,2013,1,23,39,8,24,2,8,28,3.0,0,1,0,1,2,3,27.9,50.0,38,35000000,58000000,50000000,30000000,36000000,30000000,30000000,50000000,30000000,10000000,40000000,14000000,11000000,7000000,10000000,10000000,9000000,9000000,11000000,9000000,11000000,30000000,1,0,0,0,0,0,0,0,0,0,33,54224,35.6785859,139.7147533,1.0,43.91,0.15,13300.0,2104.0,39.585,22,35.6642727,139.52713880000002,12,33.3725083,130.5204243,75.5595,9.0,14.0,399000000.0,131000000.0,1037878.5128817882,54.80070153314947,3,3545,1704
15037,14026,2013,1,23,24,23,47,2,8,28,2.0,0,0,0,1,2,1,27.5,54.0,36,10000000,32000000,50000000,20000000,20000000,80000000,20000000,100000000,5000000,10000000,90000000,12000000,15000000,35000000,12000000,20000000,40000000,6500000,30000000,50000000,70000000,23000000,1,0,0,0,0,0,0,0,0,0,39,26530,35.5900902,139.6473358,1.0,43.8,0.18,9079.0,2416.0,63.73166666666666,47,35.5900902,139.6473358,56,35.9189126,139.6318202,75.5545,10.0,6.0,437000000.0,313500000.0,27984.3109730875,54.80070153314947,0,3214,3228
15038,9033,2013,1,23,18,9,30,2,8,28,2.0,0,0,0,1,2,0,26.4,59.0,15,10000000,15000000,12000000,6000000,25000000,2500000,6000000,9000000,7200000,30000000,2500000,80000000,30000000,35000000,42000000,25000000,50000000,50000000,12000000,4800000,45000000,60000000,1,0,0,0,0,0,0,0,0,0,19,17000,35.624201,138.5843276,0.0,46.21,0.18,847.0,4201.0,63.4481818181818,30,35.624201,138.5843276,3,34.4410767,132.3941448,74.66723999999999,15.0,1.0,125200000.0,433800000.0,694270.1877283483,54.80070153314947,2,1481,3198
15039,18926,2013,1,23,1,12,7,2,8,28,2.0,0,0,0,1,4,2,24.6,54.0,37,35000000,6000000,15000000,10000000,15000000,15000000,50000000,20000000,16000000,30000000,25000000,2500000,2500000,2500000,2500000,2500000,2500000,13000000,80000000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,30,42300,37.8824079,139.059359,0.0,47.23,0.17,2330.0,10364.0,59.46738095238097,7,37.8824079,139.059359,13,34.7228036,137.87830219999998,71.65516,12.0,17.0,237000000.0,115500000.0,294513.0144681119,54.80070153314947,1,2548,3298
15040,9238,2013,1,23,35,37,55,2,8,28,3.0,0,0,1,1,4,3,26.1,77.0,51,10000000,20000000,30000000,60000000,18000000,25000000,40000000,40000000,12000000,50000000,50000000,70000000,20000000,45000000,15000000,12000000,20000000,7000000,25000000,12000000,10000000,2500000,1,0,0,0,0,0,0,0,0,0,54,20281,34.9851684,138.481305,0.0,45.74,0.18,3723.0,7255.0,69.53225,55,34.9851684,138.481305,44,35.991979,140.64042969999997,76.32603,13.0,4.0,355000000.0,238500000.0,254518.8030089795,54.80070153314947,0,3084,4122
15041,9777,2013,1,23,21,22,21,2,8,28,2.0,0,0,0,1,2,1,27.8,46.0,29,90000000,2500000,2500000,30000000,20000000,60000000,38000000,52000000,40000000,65000000,100000000,10000000,2500000,2500000,2500000,2500000,2500000,50000000,2500000,2500000,4800000,10000000,1,0,0,0,0,0,0,0,0,0,28,20000,35.122624,136.943474,1.0,43.21,0.19,7443.0,5116.0,62.53833333333333,48,35.084571999999994,137.1700161,26,33.2007577,131.6564724,74.90012,8.0,18.0,500000000.0,92300000.0,606389.0138330508,54.80070153314947,0,4226,1406
15042,30481,2013,1,23,31,34,34,2,8,28,2.0,0,0,0,1,3,0,27.4,66.0,31,25000000,30000000,70000000,120000000,100000000,30000000,30000000,30000000,130000000,20000000,150000000,25000000,45000000,40000000,60000000,45000000,100000000,80000000,18000000,60000000,25000000,70000000,1,0,0,0,0,0,0,0,0,0,41,72327,35.510047,139.6063366,1.0,43.8,0.18,9079.0,2416.0,38.24941176470588,34,35.510047,139.6063366,25,35.9019995,139.7146773,76.95916,2.0,3.0,735000000.0,568000000.0,35410.216072486524,54.80070153314947,0,4315,5786
15043,40372,2013,1,24,34,1,25,5,8,31,2.0,0,0,0,1,1,0,31.0,63.0,27,25000000,45000000,40000000,60000000,45000000,100000000,80000000,18000000,60000000,100000000,70000000,35000000,6000000,15000000,10000000,15000000,50000000,15000000,20000000,18000000,30000000,25000000,1,0,0,0,0,0,0,0,0,0,10,63700,35.9019995,139.7146773,0.0,44.09,0.18,7222.0,3768.0,57.114883720930244,25,35.9019995,139.7146773,7,37.8824079,139.059359,81.73570000000001,3.0,10.0,643000000.0,239000000.0,182709.99112828166,54.345731748299826,1,5786,2548
15044,16212,2013,1,24,37,29,44,5,8,31,2.0,0,0,0,1,3,1,29.4,72.0,30,70000000,20000000,45000000,15000000,12000000,20000000,80000000,30000000,2500000,10000000,2500000,40000000,12000000,38000000,15000000,15000000,15000000,15000000,40000000,2500000,28000000,35000000,1,0,0,0,0,0,0,0,0,0,48,40728,35.991979,140.64042969999997,0.0,45.31,0.18,2931.0,6096.0,38.830476190476176,44,35.991979,140.64042969999997,35,35.848791600000006,139.97566980000002,80.77431999999999,5.0,6.0,307000000.0,255500000.0,74822.37610454978,54.345731748299826,0,4122,3412
15045,12932,2013,1,24,23,31,56,5,8,31,2.0,0,0,0,1,1,0,30.4,66.0,16,12000000,8500000,2500000,35000000,20000000,12000000,30000000,40000000,30000000,50000000,70000000,25000000,30000000,70000000,120000000,100000000,30000000,30000000,30000000,130000000,20000000,150000000,1,0,0,0,0,0,0,0,0,0,9,15600,35.9189126,139.6318202,1.0,44.09,0.18,7222.0,3768.0,69.50925,56,35.9189126,139.6318202,34,35.510047,139.6063366,81.34935999999999,7.0,1.0,310000000.0,735000000.0,34834.95382278437,54.345731748299826,0,3228,4315
15046,11188,2013,1,24,36,15,58,5,8,31,2.0,0,0,0,1,3,2,29.2,72.0,23,6000000,2500000,8000000,2500000,2500000,10000000,2500000,10000000,2500000,2500000,2500000,40000000,11000000,20000000,26000000,17000000,2500000,42000000,20000000,17000000,5000000,70000000,1,0,0,0,0,0,0,0,0,0,40,15100,35.34150959999999,139.3385989,0.0,43.8,0.18,9079.0,2416.0,53.96999999999999,58,35.34150959999999,139.3385989,15,38.3191584,140.8818571,80.46976,16.0,11.0,51500000.0,270500000.0,306959.30680506537,54.345731748299826,0,1191,2429
15047,9307,2013,1,24,12,18,13,5,8,31,2.0,0,0,0,1,1,1,28.0,87.0,48,2500000,2500000,2500000,2500000,2500000,13000000,80000000,2500000,2500000,2500000,2500000,10000000,7200000,12000000,6000000,25000000,2500000,6000000,9000000,7200000,30000000,2500000,0,1,0,0,0,0,0,0,0,0,52,15165,34.7228036,137.87830219999998,1.0,45.74,0.18,3723.0,7255.0,67.74204545454545,13,34.7228036,137.87830219999998,30,35.624201,138.5843276,80.65539999999999,17.0,15.0,115500000.0,117400000.0,108475.74400016286,54.345731748299826,0,3298,1481
15048,30579,2013,1,24,13,24,14,5,8,31,2.0,0,0,0,1,0,0,29.8,78.0,51,35000000,30000000,20000000,25000000,20000000,25000000,2500000,26000000,100000000,50000000,2500000,10000000,32000000,50000000,20000000,20000000,20000000,80000000,100000000,5000000,10000000,90000000,0,1,1,0,0,0,0,0,1,0,14,47816,34.613354,135.5146258,1.0,44.63,0.18,8849.0,1901.0,54.45473684210528,4,34.613354,135.5146258,47,35.5900902,139.6473358,82.29556,4.0,8.0,336000000.0,437000000.0,466053.00385709136,54.345731748299826,0,3213,3214
15049,13896,2013,1,24,9,39,3,5,8,31,3.0,0,1,0,1,1,2,24.6,80.0,37,80000000,30000000,35000000,42000000,25000000,50000000,50000000,12000000,40000000,45000000,60000000,35000000,58000000,50000000,2500000,36000000,30000000,25000000,30000000,30000000,2500000,40000000,0,1,0,0,0,0,0,0,0,0,25,50000,34.4410767,132.3941448,1.0,45.46,0.18,2840.0,8480.0,32.98906976744186,3,34.4410767,132.3941448,22,35.6642727,139.52713880000002,74.2692,2.0,12.0,469000000.0,339000000.0,798609.5172384738,54.345731748299826,4,3198,3545
15050,15569,2013,1,24,8,21,12,5,8,31,2.0,0,0,0,1,1,1,25.2,80.0,44,14000000,11000000,7000000,10000000,10000000,9000000,2500000,11000000,10000000,13000000,30000000,90000000,2500000,2500000,30000000,20000000,60000000,38000000,52000000,40000000,65000000,100000000,0,1,0,0,0,0,0,0,0,0,2,24490,33.3725083,130.5204243,1.0,45.63,0.2,840.0,2440.0,52.031794871794865,12,33.3725083,130.5204243,48,35.084571999999994,137.1700161,75.2304,14.0,8.0,127500000.0,500000000.0,750869.6168480889,54.345731748299826,1,1704,4226
15051,9108,2013,1,24,22,35,26,5,8,31,2.0,0,0,0,1,2,3,24.9,89.0,31,10000000,2500000,2500000,2500000,2500000,2500000,50000000,2500000,2500000,4800000,2500000,10000000,30000000,60000000,25000000,12000000,18000000,40000000,40000000,25000000,50000000,50000000,0,0,0,1,0,0,0,0,0,0,12,40000,33.2007577,131.6564724,0.0,47.08,0.18,1178.0,5100.0,24.819399999999995,26,33.2007577,131.6564724,55,34.9851684,138.481305,75.68139,18.0,13.0,84800000.0,360000000.0,771416.7428369216,54.345731748299826,0,1406,3084
15052,8499,2013,1,25,29,12,35,4,9,13,2.0,0,0,0,1,1,3,26.8,72.0,38,40000000,12000000,15000000,38000000,15000000,15000000,15000000,35000000,2500000,28000000,35000000,2500000,2500000,2500000,2500000,2500000,2500000,13000000,80000000,2500000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,8,15349,35.848791600000006,139.97566980000002,0.0,44.86,0.17,6192.0,5082.0,73.93897435897436,35,35.848791600000006,139.97566980000002,13,34.7228036,137.87830219999998,76.81504,9.0,17.0,250500000.0,115500000.0,251412.92403230857,65.15837889260499,0,3412,3298
15053,35528,2013,1,25,31,13,34,5,9,14,2.0,0,0,0,1,1,1,28.5,77.0,48,25000000,5000000,70000000,120000000,100000000,30000000,50000000,30000000,130000000,20000000,150000000,35000000,30000000,30000000,20000000,15000000,25000000,2500000,15000000,100000000,50000000,15000000,0,1,0,0,0,0,0,0,0,0,41,72327,35.510047,139.6063366,1.0,43.8,0.18,9079.0,2416.0,38.24941176470588,34,35.510047,139.6063366,4,34.613354,135.5146258,80.09955,1.0,6.0,730000000.0,337500000.0,460463.73347097903,54.345731748299826,0,4315,3213
15054,15137,2013,1,25,18,37,30,5,9,14,2.0,0,0,0,1,3,0,27.6,63.0,35,10000000,15000000,12000000,6000000,25000000,20000000,6000000,9000000,7200000,30000000,2500000,70000000,20000000,45000000,15000000,12000000,20000000,80000000,25000000,10000000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,19,17000,35.624201,138.5843276,0.0,46.21,0.18,847.0,4201.0,63.4481818181818,30,35.624201,138.5843276,44,35.991979,140.64042969999997,76.86112,15.0,4.0,142700000.0,302000000.0,230439.5667281642,54.345731748299826,0,1481,4122
15055,33378,2013,1,25,1,23,7,5,9,14,2.0,0,0,0,1,1,0,28.5,82.0,30,35000000,6000000,10000000,15000000,15000000,15000000,50000000,20000000,18000000,16000000,25000000,12000000,15000000,2500000,35000000,20000000,40000000,12000000,30000000,50000000,70000000,70000000,1,0,0,0,0,0,0,0,0,0,30,42300,37.8824079,139.059359,0.0,47.23,0.17,2330.0,10364.0,59.46738095238097,7,37.8824079,139.059359,56,35.9189126,139.6318202,80.7953,12.0,5.0,225000000.0,356500000.0,177810.9322529328,54.345731748299826,1,2548,3228
15056,13189,2013,1,25,35,21,55,5,9,14,3.0,0,0,1,1,2,1,29.2,68.0,23,10000000,30000000,60000000,40000000,25000000,12000000,18000000,40000000,25000000,50000000,50000000,90000000,2500000,6000000,30000000,20000000,60000000,38000000,52000000,40000000,65000000,100000000,0,1,0,0,0,0,0,0,0,0,54,20281,34.9851684,138.481305,0.0,45.74,0.18,3723.0,7255.0,69.53225,55,34.9851684,138.481305,48,35.084571999999994,137.1700161,79.88543999999999,13.0,7.0,360000000.0,503500000.0,145884.9830247693,54.345731748299826,0,3084,4226
15057,9391,2013,1,25,8,36,12,5,9,14,2.0,0,0,0,1,1,0,28.8,65.0,17,14000000,11000000,10000000,7000000,10000000,2500000,9000000,11000000,13000000,11000000,30000000,6000000,2500000,8000000,2500000,2500000,10000000,2500000,10000000,2500000,2500000,2500000,0,1,1,0,0,0,0,0,0,1,2,24490,33.3725083,130.5204243,1.0,45.63,0.2,840.0,2440.0,52.031794871794865,12,33.3725083,130.5204243,58,35.34150959999999,139.3385989,78.86580000000001,14.0,16.0,128500000.0,51500000.0,992182.8327928181,54.345731748299826,1,1704,1191
15058,13411,2013,1,25,15,22,15,5,9,14,2.0,0,0,0,1,6,0,25.0,90.0,16,40000000,20000000,12000000,26000000,17000000,17000000,20000000,42000000,2500000,24000000,70000000,10000000,2500000,2500000,2500000,2500000,2500000,50000000,2500000,2500000,2500000,10000000,1,0,0,0,0,0,0,0,0,0,15,19694,38.3191584,140.8818571,1.0,44.82,0.18,2328.0,6862.0,77.73585365853658,15,38.3191584,140.8818571,26,33.2007577,131.6564724,75.955,11.0,18.0,290500000.0,90000000.0,1104848.8253956123,54.345731748299826,0,2429,1406
15059,34756,2013,1,25,39,34,24,5,9,14,2.0,0,0,0,1,3,2,28.5,69.0,19,35000000,58000000,50000000,2500000,36000000,30000000,25000000,30000000,30000000,2500000,40000000,25000000,45000000,2500000,60000000,45000000,100000000,40000000,18000000,60000000,25000000,70000000,0,1,0,0,0,0,0,0,0,0,33,54224,35.6785859,139.7147533,1.0,43.91,0.15,13300.0,2104.0,39.585,22,35.6642727,139.52713880000002,25,35.9019995,139.7146773,78.98635,10.0,2.0,339000000.0,490500000.0,18998.518992142657,54.345731748299826,2,3545,5786
15060,17390,2013,1,25,24,9,47,5,9,14,3.0,0,1,0,1,2,0,28.3,70.0,27,10000000,32000000,50000000,20000000,10000000,20000000,80000000,100000000,5000000,45000000,90000000,80000000,30000000,35000000,42000000,25000000,50000000,50000000,12000000,25000000,45000000,60000000,0,1,0,0,0,0,0,0,0,0,39,26530,35.5900902,139.6473358,1.0,43.8,0.18,9079.0,2416.0,63.73166666666666,47,35.5900902,139.6473358,3,34.4410767,132.3941448,78.8249,8.0,3.0,462000000.0,454000000.0,811171.1339411236,54.345731748299826,2,3214,3198
15061,18090,2013,1,26,24,8,47,5,9,21,2.0,0,0,0,1,0,1,25.4,71.0,15,7000000,32000000,50000000,20000000,10000000,20000000,5000000,100000000,2500000,45000000,90000000,14000000,11000000,10000000,7000000,11000000,10000000,11000000,9000000,10000000,11000000,13000000,1,0,0,0,0,0,0,0,0,0,39,26530,35.5900902,139.6473358,1.0,43.8,0.18,9079.0,2416.0,63.73166666666666,47,35.5900902,139.6473358,12,33.3725083,130.5204243,74.57466,6.0,14.0,381500000.0,117000000.0,1029278.9431653694,54.345731748299826,0,3214,1704
15062,13416,2013,1,26,31,35,8,5,9,21,3.0,0,1,0,1,1,0,24.6,78.0,38,25000000,30000000,70000000,120000000,100000000,30000000,50000000,30000000,130000000,20000000,150000000,10000000,40000000,25000000,60000000,18000000,12000000,40000000,10000000,50000000,25000000,50000000,1,0,0,0,0,0,0,0,0,0,42,15454,35.4697969,139.6066334,1.0,43.8,0.18,9079.0,2416.0,42.703166666666654,34,35.510047,139.6063366,55,34.9851684,138.481305,74.06812,1.0,13.0,755000000.0,340000000.0,131463.09190077003,54.345731748299826,0,4315,3084
15063,10821,2013,1,26,12,37,13,5,9,21,3.0,0,0,1,1,2,3,26.8,69.0,31,2500000,2500000,2500000,2500000,2500000,2500000,13000000,80000000,2500000,2500000,2500000,70000000,20000000,45000000,15000000,30000000,20000000,80000000,25000000,10000000,2500000,2500000,1,0,0,0,0,0,0,0,0,0,52,15165,34.7228036,137.87830219999998,1.0,45.74,0.18,3723.0,7255.0,67.74204545454545,13,34.7228036,137.87830219999998,44,35.991979,140.64042969999997,76.44808,17.0,4.0,115500000.0,320000000.0,324924.3519303279,54.345731748299826,0,3298,4122
15064,13329,2013,1,26,21,39,21,5,9,21,2.0,0,0,0,1,0,2,25.1,76.0,12,90000000,2500000,6000000,30000000,20000000,60000000,38000000,22000000,40000000,65000000,100000000,35000000,58000000,50000000,2500000,36000000,30000000,25000000,50000000,30000000,2500000,40000000,1,0,0,0,0,0,0,0,0,0,28,20000,35.122624,136.943474,1.0,43.21,0.19,7443.0,5116.0,62.53833333333333,48,35.084571999999994,137.1700161,22,35.6642727,139.52713880000002,74.64824,11.0,8.0,473500000.0,359000000.0,290477.56592046417,54.345731748299826,3,4226,3545
15065,8520,2013,1,26,22,36,26,5,9,21,2.0,0,0,0,1,1,2,25.2,79.0,19,2500000,2500000,2500000,2500000,2500000,2500000,50000000,2500000,2500000,2500000,2500000,6000000,2500000,8000000,2500000,2500000,10000000,2500000,10000000,2500000,2500000,2500000,1,1,0,0,0,0,0,0,1,0,12,40000,33.2007577,131.6564724,0.0,47.08,0.18,1178.0,5100.0,24.819399999999995,26,33.2007577,131.6564724,58,35.34150959999999,139.3385989,75.12392,18.0,16.0,75000000.0,51500000.0,870464.4064043202,54.345731748299826,0,1406,1191
15066,31077,2013,1,26,34,18,25,5,9,21,2.0,0,0,0,1,1,1,27.8,51.0,36,40000000,45000000,2500000,60000000,45000000,100000000,40000000,18000000,60000000,25000000,70000000,10000000,15000000,12000000,6000000,25000000,20000000,6000000,9000000,7200000,30000000,2500000,1,0,0,0,0,0,0,0,0,0,10,63700,35.9019995,139.7146773,0.0,44.09,0.18,7222.0,3768.0,57.114883720930244,25,35.9019995,139.7146773,30,35.624201,138.5843276,75.56121999999999,2.0,15.0,505500000.0,142700000.0,127693.56385477066,54.345731748299826,0,5786,1481
