id,y,year,stage,match,gameday,time,home,away,stadium,tv,address,capa,absorp
15257,4883,2013,Ｊ２,第１１節第１日,04/28(日),16:04,カターレ富山,東京ヴェルディ,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,富山県富山市南中田368,25250,0.17719943422913725
15258,16803,2013,Ｊ２,第１１節第１日,04/28(日),16:04,ガンバ大阪,ガイナーレ鳥取,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.5850249433106575
15259,14249,2013,Ｊ２,第１１節第１日,04/28(日),16:04,ヴィッセル神戸,ファジアーノ岡山,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.3820523031992565
15260,4507,2013,Ｊ２,第１１節第１日,04/28(日),16:03,アビスパ福岡,松本山雅ＦＣ,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.2538289614476292
15261,2628,2013,Ｊ２,第１１節第１日,04/28(日),16:05,ギラヴァンツ北九州,栃木ＳＣ,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3111668113628513
15262,3918,2013,Ｊ２,第１１節第２日,04/29(月・祝),14:03,愛媛ＦＣ,Ｖ・ファーレン長崎,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス／あいテレビ,愛媛県松山市上野町乙46,15576,0.2536013891946095
15263,7292,2013,Ｊ２,第１２節第１日,05/03(金・祝),13:04,モンテディオ山形,カターレ富山,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.3296923503573889
15264,4702,2013,Ｊ２,第１２節第１日,05/03(金・祝),13:03,栃木ＳＣ,ファジアーノ岡山,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス,栃木県宇都宮市清原工業団地32,15589,0.3157293451731838
15265,11881,2013,Ｊ２,第１２節第１日,05/03(金・祝),13:03,松本山雅ＦＣ,ザスパクサツ群馬,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス,長野県松本市神林5300,20396,0.5413433072778042
15266,5710,2013,Ｊ２,第１２節第１日,05/03(金・祝),13:03,アビスパ福岡,ヴィッセル神戸,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.2538289614476292
15267,4336,2013,Ｊ２,第１２節第１日,05/03(金・祝),13:03,Ｖ・ファーレン長崎,ギラヴァンツ北九州,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,長崎県諫早市宇都町27-1,20246,0.31012792650400084
15268,6442,2013,Ｊ２,第１２節第１日,05/03(金・祝),14:03,ロアッソ熊本,水戸ホーリーホック,うまかな・よかなスタジアム,スカパー！／スカパー！プレミアムサービス／熊本放送,熊本県熊本市東区平山町2776,32000,0.19904375
15269,11981,2013,Ｊ２,第１２節第１日,05/03(金・祝),16:04,コンサドーレ札幌,京都サンガF.C.,札幌ドーム,スカパー！／スカパー！プレミアムサービス,北海道札幌市豊平区羊ヶ丘1,39232,0.3518046492659053
15270,15022,2013,Ｊ２,第１２節第１日,05/03(金・祝),16:03,東京ヴェルディ,横浜ＦＣ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,東京都調布市西町376-3,49970,0.1186994549670979
15271,6123,2013,Ｊ２,第１２節第１日,05/03(金・祝),16:03,ガイナーレ鳥取,徳島ヴォルティス,とりぎんバードスタジアム,スカパー！／スカパー！プレミアムサービス,鳥取県鳥取市蔵田423,16033,0.2555235778587615
15272,10296,2013,Ｊ２,第１２節第１日,05/03(金・祝),19:03,ジェフユナイテッド千葉,愛媛ＦＣ,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.5407413127413128
15273,12729,2013,Ｊ２,第１２節第１日,05/03(金・祝),19:03,ガンバ大阪,ＦＣ岐阜,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.5850249433106575
15274,4280,2013,Ｊ２,第１３節第１日,05/06(月・休),13:03,水戸ホーリーホック,Ｖ・ファーレン長崎,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3858611111111112
15275,6387,2013,Ｊ２,第１３節第１日,05/06(月・休),13:04,横浜ＦＣ,アビスパ福岡,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.39678076873301416
15276,4583,2013,Ｊ２,第１３節第１日,05/06(月・休),13:04,徳島ヴォルティス,ロアッソ熊本,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー！／スカパー！プレミアムサービス,徳島県鳴門市撫養町立岩字四枚61,19637,0.2214066254907524
15277,3100,2013,Ｊ２,第１３節第１日,05/06(月・休),13:03,ギラヴァンツ北九州,コンサドーレ札幌,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3111668113628513
15278,11117,2013,Ｊ２,第１３節第１日,05/06(月・休),14:04,ファジアーノ岡山,モンテディオ山形,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス／山陽放送,岡山県岡山市北区いずみ町2-1,20000,0.4287047619047619
15279,3856,2013,Ｊ２,第１３節第１日,05/06(月・休),15:04,ザスパクサツ群馬,東京ヴェルディ,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス／群馬テレビ,群馬県前橋市敷島町66,15135,0.23594003177749465
15280,23012,2013,Ｊ２,第１３節第１日,05/06(月・休),16:04,ヴィッセル神戸,ガンバ大阪,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.3820523031992565
15281,6424,2013,Ｊ２,第１３節第１日,05/06(月・休),18:04,京都サンガF.C.,松本山雅ＦＣ,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.3888745871381387
15282,2820,2013,Ｊ２,第１３節第１日,05/06(月・休),19:04,カターレ富山,ガイナーレ鳥取,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,富山県富山市南中田368,25250,0.17719943422913725
15283,3215,2013,Ｊ２,第１３節第１日,05/06(月・休),19:04,ＦＣ岐阜,ジェフユナイテッド千葉,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス,岐阜県岐阜市長良福光大野2675-28,20000,0.22915750000000004
15284,2413,2013,Ｊ２,第１３節第１日,05/06(月・休),19:04,愛媛ＦＣ,栃木ＳＣ,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス,愛媛県松山市上野町乙46,15576,0.2536013891946095
15285,3686,2013,Ｊ２,第１４節第１日,05/12(日),13:03,栃木ＳＣ,Ｖ・ファーレン長崎,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.3157293451731838
15286,8829,2013,Ｊ２,第１４節第１日,05/12(日),13:03,松本山雅ＦＣ,ギラヴァンツ北九州,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス,長野県松本市神林5300,20396,0.5413433072778042
15287,5426,2013,Ｊ２,第１４節第１日,05/12(日),13:04,ガイナーレ鳥取,ファジアーノ岡山,とりぎんバードスタジアム,スカパー！／スカパー！プレミアムサービス,鳥取県鳥取市蔵田423,16033,0.2555235778587615
15288,2797,2013,Ｊ２,第１４節第１日,05/12(日),13:04,徳島ヴォルティス,水戸ホーリーホック,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー！／スカパー！プレミアムサービス,徳島県鳴門市撫養町立岩字四枚61,19637,0.2214066254907524
15289,14526,2013,Ｊ２,第１４節第１日,05/12(日),13:03,アビスパ福岡,ガンバ大阪,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.2538289614476292
15290,7464,2013,Ｊ２,第１４節第１日,05/12(日),15:03,東京ヴェルディ,ヴィッセル神戸,国立競技場,スカパー！／スカパー！プレミアムサービス,東京都新宿区霞ヶ丘町10,54224,0.15183313661847153
15291,6460,2013,Ｊ２,第１４節第１日,05/12(日),16:04,モンテディオ山形,コンサドーレ札幌,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.3296923503573889
15292,9399,2013,Ｊ２,第１４節第１日,05/12(日),16:03,ジェフユナイテッド千葉,カターレ富山,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.5407413127413128
15293,5024,2013,Ｊ２,第１４節第１日,05/12(日),16:04,横浜ＦＣ,愛媛ＦＣ,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.39678076873301416
15294,7078,2013,Ｊ２,第１４節第１日,05/12(日),16:04,京都サンガF.C.,ザスパクサツ群馬,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.3888745871381387
15295,2860,2013,Ｊ２,第１４節第１日,05/12(日),19:04,ＦＣ岐阜,ロアッソ熊本,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス／岐阜放送,岐阜県岐阜市長良福光大野2675-28,20000,0.22915750000000004
15296,1677,2013,Ｊ２,第１５節第１日,05/19(日),13:03,ガイナーレ鳥取,モンテディオ山形,とりぎんバードスタジアム,スカパー！／スカパー！プレミアムサービス,鳥取県鳥取市蔵田423,16033,0.2555235778587615
15297,8510,2013,Ｊ２,第１５節第１日,05/19(日),13:03,ファジアーノ岡山,徳島ヴォルティス,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス／岡山放送,岡山県岡山市北区いずみ町2-1,20000,0.4287047619047619
15298,3923,2013,Ｊ２,第１５節第１日,05/19(日),13:04,愛媛ＦＣ,ヴィッセル神戸,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ松山,愛媛県松山市上野町乙46,15576,0.2536013891946095
15299,3381,2013,Ｊ２,第１５節第１日,05/19(日),13:03,ロアッソ熊本,栃木ＳＣ,熊本市水前寺競技場,スカパー！／スカパー！プレミアムサービス,熊本県熊本市中央区水前寺5-23-3,15000,0.2254
15300,7171,2013,Ｊ２,第１５節第１日,05/19(日),16:03,コンサドーレ札幌,東京ヴェルディ,札幌厚別公園競技場,スカパー！／スカパー！プレミアムサービス,北海道札幌市厚別区上野幌3条1-2-1,19620,0.3407839866555463
15301,2851,2013,Ｊ２,第１５節第１日,05/19(日),16:03,水戸ホーリーホック,ＦＣ岐阜,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3858611111111112
15302,12212,2013,Ｊ２,第１５節第１日,05/19(日),16:03,ジェフユナイテッド千葉,松本山雅ＦＣ,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.5407413127413128
15303,3107,2013,Ｊ２,第１５節第１日,05/19(日),16:04,カターレ富山,アビスパ福岡,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,富山県富山市南中田368,25250,0.17719943422913725
15304,8045,2013,Ｊ２,第１５節第１日,05/19(日),16:03,ガンバ大阪,ザスパクサツ群馬,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.5850249433106575
15305,3185,2013,Ｊ２,第１５節第１日,05/19(日),16:03,ギラヴァンツ北九州,横浜ＦＣ,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3111668113628513
15306,3940,2013,Ｊ２,第１５節第１日,05/19(日),13:03,Ｖ・ファーレン長崎,京都サンガF.C.,長崎市総合運動公園かきどまり陸上競技場,スカパー！／スカパー！プレミアムサービス,長崎県長崎市柿泊町2210,16000,0.24625
15307,8590,2013,Ｊ２,第１６節第１日,05/26(日),13:03,コンサドーレ札幌,水戸ホーリーホック,札幌厚別公園競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ札幌,北海道札幌市厚別区上野幌3条1-2-1,19620,0.3407839866555463
15308,6811,2013,Ｊ２,第１６節第１日,05/26(日),13:04,モンテディオ山形,京都サンガF.C.,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス／ＮＨＫ山形,山形県天童市山王1-1,21292,0.3296923503573889
15309,2259,2013,Ｊ２,第１６節第１日,05/26(日),13:04,ザスパクサツ群馬,ギラヴァンツ北九州,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス,群馬県前橋市敷島町66,15135,0.23594003177749465
15310,9974,2013,Ｊ２,第１６節第１日,05/26(日),13:03,松本山雅ＦＣ,カターレ富山,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ長野,長野県松本市神林5300,20396,0.5413433072778042
15311,3312,2013,Ｊ２,第１６節第１日,05/26(日),13:04,徳島ヴォルティス,東京ヴェルディ,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ徳島,徳島県鳴門市撫養町立岩字四枚61,19637,0.2214066254907524
15312,3452,2013,Ｊ２,第１６節第１日,05/26(日),13:03,Ｖ・ファーレン長崎,ジェフユナイテッド千葉,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス／長崎国際テレビ,長崎県諫早市宇都町27-1,20246,0.31012792650400084
15313,8003,2013,Ｊ２,第１６節第１日,05/26(日),16:03,栃木ＳＣ,横浜ＦＣ,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.3157293451731838
15314,12654,2013,Ｊ２,第１６節第１日,05/26(日),16:06,ヴィッセル神戸,ガイナーレ鳥取,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.3820523031992565
15315,8356,2013,Ｊ２,第１６節第１日,05/26(日),16:03,ファジアーノ岡山,ロアッソ熊本,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス,岡山県岡山市北区いずみ町2-1,20000,0.4287047619047619
15316,3471,2013,Ｊ２,第１６節第１日,05/26(日),16:03,アビスパ福岡,ＦＣ岐阜,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.2538289614476292
15317,10381,2013,Ｊ２,第１６節第１日,05/26(日),19:34,愛媛ＦＣ,ガンバ大阪,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス,愛媛県松山市上野町乙46,15576,0.2536013891946095
15318,6516,2013,Ｊ２,第１７節第１日,06/01(土),13:03,水戸ホーリーホック,ヴィッセル神戸,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸（録）,茨城県水戸市小吹町2058-1,12000,0.3858611111111112
15319,3230,2013,Ｊ２,第１７節第１日,06/01(土),13:04,カターレ富山,徳島ヴォルティス,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,富山県富山市南中田368,25250,0.17719943422913725
15320,7135,2013,Ｊ２,第１７節第１日,06/01(土),14:04,横浜ＦＣ,コンサドーレ札幌,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.39678076873301416
15321,4268,2013,Ｊ２,第１７節第１日,06/01(土),16:04,東京ヴェルディ,愛媛ＦＣ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,東京都調布市西町376-3,49970,0.1186994549670979
15322,12633,2013,Ｊ２,第１７節第１日,06/01(土),16:04,ガンバ大阪,栃木ＳＣ,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.5850249433106575
15323,7253,2013,Ｊ２,第１７節第１日,06/01(土),16:04,アビスパ福岡,ロアッソ熊本,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.2538289614476292
15324,6186,2013,Ｊ２,第１７節第１日,06/01(土),18:04,ザスパクサツ群馬,Ｖ・ファーレン長崎,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス／群馬テレビ,群馬県前橋市敷島町66,15135,0.23594003177749465
15325,3698,2013,Ｊ２,第１７節第１日,06/01(土),18:33,ガイナーレ鳥取,松本山雅ＦＣ,とりぎんバードスタジアム,スカパー！／スカパー！プレミアムサービス,鳥取県鳥取市蔵田423,16033,0.2555235778587615
15326,11041,2013,Ｊ２,第１７節第１日,06/01(土),19:03,ジェフユナイテッド千葉,モンテディオ山形,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.5407413127413128
15327,2665,2013,Ｊ２,第１７節第２日,06/02(日),19:04,ＦＣ岐阜,ファジアーノ岡山,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス／岐阜放送,岐阜県岐阜市長良福光大野2675-28,20000,0.22915750000000004
15328,5297,2013,Ｊ２,第１７節第３日,06/03(月),19:04,京都サンガF.C.,ギラヴァンツ北九州,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都（録）,京都府京都市右京区西京極新明町29,20588,0.3888745871381387
15329,3429,2013,Ｊ２,第１８節第１日,06/08(土),13:03,栃木ＳＣ,アビスパ福岡,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ（録）,栃木県宇都宮市清原工業団地32,15589,0.3157293451731838
15330,6509,2013,Ｊ２,第１８節第１日,06/08(土),14:04,モンテディオ山形,徳島ヴォルティス,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス／山形テレビ,山形県天童市山王1-1,21292,0.3296923503573889
15331,5840,2013,Ｊ２,第１８節第１日,06/08(土),14:03,東京ヴェルディ,水戸ホーリーホック,駒沢オリンピック公園総合運動場陸上競技場,スカパー！／スカパー！プレミアムサービス,東京都世田谷区駒沢公園1-1,20010,0.39732633683158425
15332,3879,2013,Ｊ２,第１８節第１日,06/08(土),14:04,カターレ富山,ザスパクサツ群馬,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ富山／ＮＨＫ前橋,富山県富山市南中田368,25250,0.17719943422913725
15333,5544,2013,Ｊ２,第１８節第１日,06/08(土),14:04,愛媛ＦＣ,コンサドーレ札幌,ニンジニアスタジアム,スカパー！／スカパー！プレミアムサービス,愛媛県松山市上野町乙46,15576,0.2536013891946095
15334,11482,2013,Ｊ２,第１８節第１日,06/08(土),17:03,横浜ＦＣ,ガイナーレ鳥取,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.39678076873301416
15335,10015,2013,Ｊ２,第１８節第１日,06/08(土),17:03,松本山雅ＦＣ,ファジアーノ岡山,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス,長野県松本市神林5300,20396,0.5413433072778042
15336,11361,2013,Ｊ２,第１８節第１日,06/08(土),17:04,ヴィッセル神戸,ジェフユナイテッド千葉,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.3820523031992565
15337,7207,2013,Ｊ２,第１８節第１日,06/08(土),18:03,ギラヴァンツ北九州,ガンバ大阪,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3111668113628513
15338,5211,2013,Ｊ２,第１８節第１日,06/08(土),19:04,ＦＣ岐阜,Ｖ・ファーレン長崎,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス,岐阜県岐阜市長良福光大野2675-28,20000,0.22915750000000004
15339,5460,2013,Ｊ２,第１８節第２日,06/09(日),19:04,ロアッソ熊本,京都サンガF.C.,うまかな・よかなスタジアム,スカパー！／スカパー！プレミアムサービス,熊本県熊本市東区平山町2776,32000,0.19904375
15340,2717,2013,Ｊ２,第１９節第１日,06/14(金),19:04,徳島ヴォルティス,松本山雅ＦＣ,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー！／スカパー！プレミアムサービス,徳島県鳴門市撫養町立岩字四枚61,19637,0.2214066254907524
15341,4837,2013,Ｊ２,第１９節第２日,06/15(土),14:03,コンサドーレ札幌,カターレ富山,札幌厚別公園競技場,スカパー！／スカパー！プレミアムサービス／札幌テレビ,北海道札幌市厚別区上野幌3条1-2-1,19620,0.3407839866555463
15342,10025,2013,Ｊ２,第１９節第２日,06/15(土),18:03,水戸ホーリーホック,ガンバ大阪,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3858611111111112
15343,6114,2013,Ｊ２,第１９節第２日,06/15(土),18:03,栃木ＳＣ,ヴィッセル神戸,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ,栃木県宇都宮市清原工業団地32,15589,0.3157293451731838
15344,3819,2013,Ｊ２,第１９節第２日,06/15(土),18:03,ギラヴァンツ北九州,ロアッソ熊本,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス,福岡県北九州市八幡西区御開4-16-1,10202,0.3111668113628513
15345,5678,2013,Ｊ２,第１９節第２日,06/15(土),18:03,Ｖ・ファーレン長崎,東京ヴェルディ,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,長崎県諫早市宇都町27-1,20246,0.31012792650400084
15346,3941,2013,Ｊ２,第１９節第２日,06/15(土),18:33,ガイナーレ鳥取,ＦＣ岐阜,とりぎんバードスタジアム,スカパー！／スカパー！プレミアムサービス,鳥取県鳥取市蔵田423,16033,0.2555235778587615
15347,10144,2013,Ｊ２,第１９節第２日,06/15(土),19:03,ジェフユナイテッド千葉,横浜ＦＣ,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.5407413127413128
15348,10643,2013,Ｊ２,第１９節第２日,06/15(土),19:04,京都サンガF.C.,愛媛ＦＣ,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都,京都府京都市右京区西京極新明町29,20588,0.3888745871381387
15349,8123,2013,Ｊ２,第１９節第２日,06/15(土),19:05,ファジアーノ岡山,アビスパ福岡,シティライトスタジアム,スカパー！／スカパー！プレミアムサービス,岡山県岡山市北区いずみ町2-1,20000,0.4287047619047619
15350,2086,2013,Ｊ２,第１９節第２日,06/15(土),19:34,ザスパクサツ群馬,モンテディオ山形,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス,群馬県前橋市敷島町66,15135,0.23594003177749465
15351,5464,2013,Ｊ２,第２０節第１日,06/22(土),14:03,コンサドーレ札幌,ＦＣ岐阜,札幌厚別公園競技場,スカパー！／スカパー！プレミアムサービス,北海道札幌市厚別区上野幌3条1-2-1,19620,0.3407839866555463
15352,7128,2013,Ｊ２,第２０節第１日,06/22(土),18:04,モンテディオ山形,松本山雅ＦＣ,ＮＤソフトスタジアム山形,スカパー！／スカパー！プレミアムサービス,山形県天童市山王1-1,21292,0.3296923503573889
15353,4210,2013,Ｊ２,第２０節第１日,06/22(土),18:03,東京ヴェルディ,栃木ＳＣ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,東京都調布市西町376-3,49970,0.1186994549670979
15354,4561,2013,Ｊ２,第２０節第１日,06/22(土),18:03,横浜ＦＣ,カターレ富山,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,0.39678076873301416
15355,15151,2013,Ｊ２,第２０節第１日,06/22(土),18:03,ガンバ大阪,ファジアーノ岡山,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.5850249433106575
15356,10014,2013,Ｊ２,第２０節第１日,06/22(土),18:04,ヴィッセル神戸,Ｖ・ファーレン長崎,ノエビアスタジアム神戸,スカパー！／スカパー！プレミアムサービス,兵庫県神戸市兵庫区御崎町1-2-2,30132,0.3820523031992565
15357,5318,2013,Ｊ２,第２０節第１日,06/22(土),18:03,アビスパ福岡,愛媛ＦＣ,レベルファイブスタジアム,スカパー！／スカパー！プレミアムサービス,福岡県福岡市博多区東平尾公園2-1-1,22563,0.2538289614476292
15358,3793,2013,Ｊ２,第２０節第１日,06/22(土),18:33,ガイナーレ鳥取,ギラヴァンツ北九州,とりぎんバードスタジアム,スカパー！／スカパー！プレミアムサービス,鳥取県鳥取市蔵田423,16033,0.2555235778587615
15359,4190,2013,Ｊ２,第２０節第１日,06/22(土),18:35,徳島ヴォルティス,ジェフユナイテッド千葉,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー！／スカパー！プレミアムサービス,徳島県鳴門市撫養町立岩字四枚61,19637,0.2214066254907524
15360,10120,2013,Ｊ２,第２０節第１日,06/22(土),19:04,京都サンガF.C.,水戸ホーリーホック,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＫＢＳ京都,京都府京都市右京区西京極新明町29,20588,0.3888745871381387
15361,5966,2013,Ｊ２,第２０節第１日,06/22(土),19:04,ロアッソ熊本,ザスパクサツ群馬,うまかな・よかなスタジアム,スカパー！／スカパー！プレミアムサービス,熊本県熊本市東区平山町2776,32000,0.19904375
15362,5746,2013,Ｊ２,第２１節第１日,06/29(土),18:03,水戸ホーリーホック,モンテディオ山形,ケーズデンキスタジアム水戸,スカパー！／スカパー！プレミアムサービス,茨城県水戸市小吹町2058-1,12000,0.3858611111111112
15363,4784,2013,Ｊ２,第２１節第１日,06/29(土),18:03,栃木ＳＣ,京都サンガF.C.,栃木県グリーンスタジアム,スカパー！／スカパー！プレミアムサービス／とちぎテレビ,栃木県宇都宮市清原工業団地32,15589,0.3157293451731838
15364,14614,2013,Ｊ２,第２１節第１日,06/29(土),18:03,松本山雅ＦＣ,横浜ＦＣ,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス,長野県松本市神林5300,20396,0.5413433072778042
15365,3632,2013,Ｊ２,第２１節第１日,06/29(土),18:04,カターレ富山,ファジアーノ岡山,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,富山県富山市南中田368,25250,0.17719943422913725
15366,6971,2013,Ｊ２,第２１節第１日,06/29(土),18:03,Ｖ・ファーレン長崎,アビスパ福岡,長崎県立総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス,長崎県諫早市宇都町27-1,20246,0.31012792650400084
15367,11425,2013,Ｊ２,第２１節第１日,06/29(土),19:03,ジェフユナイテッド千葉,東京ヴェルディ,フクダ電子アリーナ,スカパー！／スカパー！プレミアムサービス,千葉県千葉市中央区川崎町1-20,18500,0.5407413127413128
15368,4801,2013,Ｊ２,第２１節第１日,06/29(土),19:04,ＦＣ岐阜,ギラヴァンツ北九州,岐阜メモリアルセンター長良川競技場,スカパー！／スカパー！プレミアムサービス,岐阜県岐阜市長良福光大野2675-28,20000,0.22915750000000004
15369,13708,2013,Ｊ２,第２１節第１日,06/29(土),19:03,ガンバ大阪,徳島ヴォルティス,万博記念競技場,スカパー！／スカパー！プレミアムサービス,大阪府吹田市千里万博公園5-2,21000,0.5850249433106575
